radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,BV
142.498519,0.725,-50.193908,0.503,3,15.976,0,17.332,0,1.356
142.794457,0.505,-49.814617,0.484,2,15.977,0,16.994,0,1.017
143.541342,0.675,-50.565354,1.099,3,15.977,0.07,17.176,0.086,1.199
142.369233,0.373,-50.000433,0.632,2,15.978,0,17.183,0,1.205
143.14055,0.698,-50.137493,0.664,2,15.978,0.045,17.351,0.089,1.373
143.187604,0.487,-49.794207,0.819,4,15.98,0.033,17.138,0.102,1.158
143.352335,0.537,-49.792865,1.012,3,15.981,0.104,16.858,0.128,0.877
143.363088,0.746,-50.259839,0.339,2,15.982,0,17.063,-0.091,1.081
143.380952,0.893,-50.450914,1.278,3,15.986,0,18.136,0,2.15
143.422097,1.016,-50.305403,1.373,2,15.987,0,16.985,0,0.998
142.377294,0.696,-50.201284,0.79,3,15.988,0,17.163,0,1.175
142.654832,0.479,-49.829651,0.535,3,15.988,0,17.262,0,1.274
142.790747,0.712,-49.779127,0.282,2,15.988,0,18.081,-0.271,2.093
143.466855,0.514,-49.870381,0.768,5,15.989,0,17.962,0,1.973
142.460015,0.342,-50.548896,0.631,3,15.991,0.006,17.282,0.096,1.291
143.599348,1.497,-50.162662,1.043,2,15.991,0.165,17.044,0.435,1.053
143.303715,0.982,-50.270417,0.929,2,15.993,0,16.917,0,0.924
143.680789,0.597,-50.137091,0.634,4,15.993,0.191,16.84,0.123,0.847
143.057049,0.755,-49.93854,0.627,5,15.994,0.076,17.091,0.113,1.097
143.484027,1.261,-50.457033,0.694,2,15.998,0.051,17.299,0.054,1.301
143.730069,0.584,-50.290924,0.406,2,16.001,0.037,17.007,0.118,1.006
143.072925,1.109,-50.436323,0.905,2,16.003,-0.079,NA,NA,#VALUE!
143.033753,1.011,-50.122767,0.608,4,16.006,0.028,17.389,0.182,1.383
143.219738,0.709,-50.40389,0.8,3,16.006,0.05,17.848,0.118,1.842
142.576772,0.773,-50.591947,0.666,2,16.007,0,17.108,-0.14,1.101
143.169796,0.698,-50.464745,1.034,3,16.008,0.158,17.091,0,1.083
142.249592,0.797,-50.18593,0.545,2,16.01,0,16.779,0,0.769
143.114926,0.987,-50.071795,0.65,4,16.013,0.139,17.095,0.174,1.082
142.849164,0.948,-50.165872,0.417,2,16.014,0.051,16.976,0.032,0.962
142.984353,1.392,-49.764802,0.56,3,16.014,0.104,17.179,0.014,1.165
142.973402,0.822,-49.834948,0.575,2,16.015,0.014,17.261,0.026,1.246
143.07339,0.89,-50.435698,1.21,4,16.015,0,17.39,0.076,1.375
142.744857,0.487,-49.795372,0.575,3,16.018,0.03,17.133,0.034,1.115
143.684341,0.725,-50.242842,0.678,4,16.019,0.074,17.052,0.015,1.033
143.191235,1.029,-50.315326,1.042,2,16.02,0,17.228,0.172,1.208
143.299879,0.455,-50.639482,1.41,3,16.021,0,17.566,0,1.545
142.664121,0.569,-50.426975,1.122,3,16.026,0.016,16.903,0.19,0.877
142.867483,1.679,-50.557212,0.546,2,16.026,0,16.725,-0.106,0.699
143.166457,0.722,-49.80221,0.823,3,16.026,0.022,17.004,0.134,0.978
142.841763,0.605,-50.485747,0.926,3,16.027,0,17.144,0,1.117
142.561566,0.502,-50.062318,0.847,2,16.029,0,17.299,0,1.27
143.423723,0.717,-50.576718,0.717,4,16.033,0.069,17.066,0.083,1.033
143.726009,1.001,-50.321667,0.494,2,16.033,0,17.032,0,0.999
143.034495,0.724,-50.108677,0.922,2,16.034,0.059,17.019,0.069,0.985
143.309713,0.937,-50.224813,1.104,2,16.034,0.154,17.323,0.088,1.289
143.292462,1.315,-50.13419,0.636,4,16.036,0.072,17.038,0.271,1.002
143.275206,0.609,-50.445728,1.316,2,16.037,0,17.244,-0.184,1.207
143.270113,0.827,-50.6419,0.939,4,16.04,0.267,16.821,0.123,0.781
142.708868,0.673,-49.940908,0.641,4,16.043,0.114,16.785,0.049,0.742
142.822762,0.895,-50.451616,1.138,2,16.043,0.033,17.031,0.083,0.988
142.969451,0.56,-50.324127,1.55,2,16.045,0,17.312,-0.159,1.267
143.525975,1.065,-50.060715,0.51,3,16.046,0,17.393,0,1.347
142.989789,0.913,-50.190318,0.5,2,16.05,0,17.986,-0.187,1.936
143.139898,0.823,-49.762967,0.416,4,16.051,0,17.332,0,1.281
143.312782,1.022,-49.991523,0.718,3,16.053,0.008,17.955,0.008,1.902
143.432554,1.346,-50.473798,1.295,3,16.056,0.18,17.28,0.067,1.224
143.155411,0.539,-50.21602,0.683,3,16.057,0.07,17.244,0.104,1.187
143.35625,0.827,-50.141438,0.599,2,16.058,0,18.12,0,2.062
143.568129,1.067,-50.081343,0.473,4,16.058,0.028,16.894,0.143,0.836
143.245664,0.695,-49.954986,0.659,5,16.062,0.177,17.615,0.109,1.553
143.644754,1.53,-50.153912,0.506,2,16.066,0,17.494,-0.216,1.428
143.435858,1.059,-49.986912,0.721,3,16.067,0,17.213,0,1.146
143.360925,1.031,-49.889903,0.451,2,16.069,0,17.757,0,1.688
142.617542,0.394,-50.448829,0.561,2,16.07,0,17.57,0,1.5
143.433023,0.939,-50.473868,1.048,2,16.074,0,17.163,-0.17,1.089
143.526751,0.827,-50.334349,0.997,4,16.075,0.122,17.157,0.064,1.082
143.384063,1.033,-50.639035,1.141,2,16.078,0.241,16.912,0.087,0.834
143.481229,0.815,-49.914174,0.798,4,16.078,0.101,16.908,0.208,0.83
143.094959,0.55,-50.597335,0.334,2,16.079,0,16.847,-0.113,0.768
143.446665,0.658,-50.552556,0.893,2,16.08,0,17.177,0,1.097
143.20919,0.95,-50.45876,0.522,2,16.081,0,17.031,0,0.95
143.214958,0.489,-49.963813,0.828,2,16.081,0,17.375,-0.11,1.294
143.724001,0.705,-50.146152,0.842,2,16.083,0.078,16.969,0.295,0.886
143.679519,0.467,-50.116315,0.96,5,16.084,0.109,17.014,0.022,0.93
142.704438,0.608,-50.531511,0.694,4,16.085,0.065,17.399,0.183,1.314
142.914821,0.68,-50.228049,0.647,2,16.085,0.04,16.973,0.011,0.888
143.109848,0.841,-50.216964,1.026,3,16.085,0.094,17.307,0.068,1.222
143.535486,1.002,-50.260095,1.197,4,16.088,0,17.339,0,1.251
142.355136,0.974,-50.208849,0.744,2,16.089,0.185,17.033,0.125,0.944
143.562218,0.337,-50.074969,0.259,2,16.092,0,16.921,-0.11,0.829
142.490744,0.595,-49.965094,1.066,3,16.096,0.07,17.298,0.104,1.202
143.119334,0.406,-49.775811,0.879,2,16.096,0,18.205,-0.226,2.109
143.36006,0.935,-49.90007,0.892,4,16.097,0.056,16.986,0.099,0.889
142.526306,0.558,-50.497402,0.708,2,16.107,0,17.017,-0.14,0.91
143.310492,0.905,-50.586494,1.392,2,16.109,0.037,17.414,0.121,1.305
143.494845,0.932,-49.874958,0.64,4,16.109,0.062,17.141,0.13,1.032
142.792998,0.663,-50.296597,0.593,2,16.111,0,17.284,0,1.173
142.408337,0.886,-49.9434,0.702,2,16.114,0,17.153,0,1.039
143.139621,1.059,-50.232426,0.483,5,16.115,0.077,17.062,0.194,0.947
143.07208,1.091,-50.145082,0.104,2,16.121,0,17.225,0,1.104
143.161743,0.961,-50.033729,0.66,3,16.123,0,17.349,0,1.226
142.597011,0.347,-49.981258,0.698,2,16.124,0.068,17.201,0.182,1.077
142.496669,0.759,-50.545154,0.72,3,16.127,0,16.86,-0.113,0.733
142.641336,0.907,-50.026228,0.703,3,16.127,0.043,17.136,0.053,1.009
143.123473,1.053,-50.675485,0.127,2,16.134,0,17.511,0,1.377
143.241567,1.063,-50.182556,1.189,2,16.136,0,17.715,0,1.579
143.302439,1.118,-50.108065,1.292,3,16.145,0.11,17.272,0.125,1.127
142.953497,0.474,-50.690266,0.6,3,16.148,0.151,17.16,0.108,1.012
143.207736,0.461,-50.072679,1.048,2,16.149,0,18.147,0,1.998
142.840127,0.732,-49.909769,0.473,2,16.156,0,17.181,0,1.025
143.56979,0.648,-50.21601,1.191,3,16.156,0.084,17.216,0.05,1.06
143.210083,0.784,-50.119702,0.781,4,16.161,0.055,17.617,0.037,1.456
142.483353,0.497,-50.304046,1.094,2,16.164,0,17.079,0,0.915
142.914403,0.618,-49.797234,0.619,3,16.167,0.127,17.59,0.238,1.423
143.050696,0.81,-50.375361,0.826,2,16.168,0,17.442,0,1.274
143.464166,1.395,-50.300772,1.024,2,16.17,0,16.902,0,0.732
143.623493,0.69,-50.189563,0.929,2,16.173,0,17.01,0,0.837
143.646697,1.511,-50.319425,0.331,3,16.175,0,17.398,0,1.223
142.859616,1.27,-50.135409,0.899,3,16.177,0.052,17.223,0.065,1.046
143.066005,0.398,-49.728267,1.006,2,16.179,0,17.619,-0.14,1.44
143.434539,0.84,-50.144894,0.697,4,16.18,0.082,17.513,0.139,1.333
143.095683,0.611,-50.232254,1.043,4,16.181,0.095,17.327,0.091,1.146
143.239796,0.723,-50.029297,1.166,2,16.184,0.099,17.024,0.011,0.84
143.438958,1.556,-49.913403,0.598,3,16.185,0.017,17.19,0.042,1.005
143.285322,1.003,-50.162172,1.149,2,16.187,0.011,17.34,0.027,1.153
143.289576,1.016,-49.98404,0.102,2,16.188,0,17.159,0,0.971
143.084728,1.153,-50.341237,0.958,2,16.189,0,17.628,0,1.439
143.154509,0.601,-49.921676,0.702,2,16.189,0,17.175,0,0.986
142.601359,0.696,-49.939789,1.061,3,16.191,0,17.61,-0.191,1.419
142.692645,0.739,-50.247892,1,2,16.191,0.017,17.232,0.011,1.041
143.426151,0.679,-50.277205,1.12,2,16.191,0,16.87,-0.081,0.679
143.570775,1.186,-50.176371,0.812,3,16.192,0.046,17.334,0.367,1.142
143.124971,0.581,-49.847863,1.104,2,16.199,0,17.25,0,1.051
143.466893,1.296,-50.052921,0.669,3,16.203,0,17.397,-0.136,1.194
143.188261,1.046,-50.059681,0.778,2,16.204,0.101,17.03,0.077,0.826
142.551174,0.371,-50.188228,0.936,2,16.205,0,17.272,0,1.067
143.151507,0.758,-50.275433,1.093,3,16.205,0.132,17.419,0.257,1.214
143.008054,0.364,-50.279907,0.355,2,16.209,0,17.704,0,1.495
143.191404,0.929,-50.034278,1.041,2,16.21,0,17.624,0,1.414
142.885989,0.56,-50.667582,0.708,2,16.214,0,17.285,0,1.071
143.246999,0.605,-50.122504,1.033,3,16.214,0.069,17.575,0.311,1.361
143.18509,1.389,-49.849018,0.726,2,16.216,0,NA,NA,#VALUE!
142.712822,0.548,-50.420393,0.738,2,16.217,0,17.247,-0.105,1.03
143.464248,0.975,-50.028646,0.935,3,16.217,0,17.848,0,1.631
143.376069,1.48,-50.364263,0.814,3,16.218,0,17.504,-0.199,1.286
143.580077,0.836,-50.142259,0.988,2,16.222,0,17.186,0,0.964
142.656709,1.09,-49.906762,0.939,2,16.226,0,17.565,0,1.339
143.585704,0.496,-50.060239,0.941,2,16.226,0,17.51,0,1.284
143.099872,0.715,-49.829091,0.681,2,16.227,0,17.256,-0.142,1.029
143.438131,0.758,-50.231221,0.927,3,16.23,0,17.443,0,1.213
143.480135,0.856,-50.355907,0.833,3,16.23,0,17.599,0,1.369
143.133936,1.208,-50.699971,0.748,2,16.231,0,17.471,-0.136,1.24
143.449075,1.014,-50.336621,1.423,4,16.232,0,17.115,0,0.883
142.776485,0.94,-50.117917,0.626,2,16.233,0,17.699,0,1.466
142.85173,0.844,-50.623835,0.674,2,16.233,0,17.377,-0.186,1.144
142.676259,0.854,-50.654705,0.527,2,16.234,0,17.588,-0.21,1.354
143.354512,0.974,-50.611251,0.779,2,16.234,0.034,17.454,0.151,1.22
142.677869,1.099,-49.831933,0.863,2,16.24,0,17.28,0,1.04
142.693364,0.707,-49.913619,0.755,3,16.242,0.113,17.031,0.216,0.789
143.618734,1.285,-50.261516,1.128,2,16.246,0,17.746,0,1.5
143.349408,0.402,-50.270054,1.325,2,16.252,0,NA,NA,#VALUE!
143.129323,0.811,-50.0101,0.831,3,16.26,0.014,17.363,0.011,1.103
143.154154,0.964,-49.965601,0.576,3,16.261,0.061,17.578,0.267,1.317
142.914293,0.242,-50.502384,0.339,2,16.268,0,17.352,0,1.084
143.208071,0.62,-50.653523,0.506,2,16.27,0,18.671,0,2.401
143.411928,0.434,-50.149735,0.783,2,16.27,0,17.118,-0.136,0.848
143.11576,1.231,-50.208911,1.108,2,16.276,0,17.568,0,1.292
142.821023,0.57,-50.147852,0.408,2,16.277,0,17.428,-0.169,1.151
143.405051,0.638,-50.177597,1.057,4,16.278,0.042,17.234,0.214,0.956
142.886579,1.75,-50.008916,0.112,2,16.279,0,17.12,-0.134,0.841
142.63877,0.965,-50.572677,1.092,2,16.289,0,17.121,0,0.832
142.743863,1.042,-49.946648,0.585,2,16.29,0.088,17.114,0.041,0.824
143.037963,0.752,-50.016634,0.734,3,16.293,0.05,17.458,0.223,1.165
143.319301,0.843,-50.575328,0.875,2,16.296,0.15,17.701,0.189,1.405
142.556246,0.847,-49.849435,0.834,3,16.297,0.011,17.51,0,1.213
143.310689,0.917,-49.856233,1.188,3,16.297,0.027,17.321,0.144,1.024
143.654301,0.629,-50.0339,0.816,2,16.301,0.016,17.252,0,0.951
143.564446,0.912,-50.351223,0.929,3,16.309,0.033,17.318,0.067,1.009
142.445389,1.133,-50.335514,1.508,2,16.315,0,17.529,-0.183,1.214
143.409184,0.787,-49.967368,0.28,2,16.316,0.037,17.275,0.188,0.959
143.515168,0.983,-50.164745,0.691,2,16.319,0.021,17.33,0.126,1.011
142.671225,0.381,-50.306905,1.17,3,16.326,0,17.639,0,1.313
142.510711,0.88,-50.444694,1.246,2,16.344,0,17.613,0,1.269
142.617716,0.935,-49.985562,0.651,2,16.345,0,17.423,0,1.078
143.500272,0.722,-50.472535,1.134,2,16.351,0,17.243,0,0.892
143.659166,1.433,-50.241473,1.481,2,16.351,0,17.652,0,1.301
142.59765,0.235,-50.130589,1.457,2,16.354,0,17.427,0,1.073
142.779925,1.088,-49.945303,0.59,2,16.355,0,18.114,0,1.759
143.376878,1.16,-50.339597,0.745,3,16.355,0.084,17.502,0.072,1.147
142.8566,0.266,-50.052173,0.757,2,16.358,0,17.932,0,1.574
143.564911,1.002,-49.936342,1.091,3,16.367,0,17.766,0,1.399
142.667359,0.864,-50.284104,0.662,2,16.368,0,17.322,-0.109,0.954
142.798888,0.358,-50.602645,0.898,2,16.369,0.037,17.478,0.006,1.109
143.055614,0.537,-49.842818,1.109,3,16.371,0,17.769,-0.216,1.398
143.196276,0.823,-49.747734,1.39,2,16.381,0,17.533,-0.145,1.152
143.135031,0.545,-50.62676,0.857,2,16.382,0,17.743,-0.254,1.361
143.366301,0.966,-50.163983,0.673,2,16.398,0.167,17.245,0.098,0.847
142.733955,0.263,-50.500775,1.19,2,16.401,0,17.405,-0.19,1.004
142.673667,0.853,-50.440731,0.739,2,16.402,0,17.52,0,1.118
142.949988,0.929,-49.969602,1.183,2,16.404,0,17.404,0,1
143.154142,0.727,-49.748504,1.216,3,16.406,0,17.228,0,0.822
143.144932,0.685,-50.584948,0.422,2,16.408,0,17.157,0,0.749
142.679119,0.805,-49.959415,0.371,3,16.416,0.013,17.745,0.154,1.329
143.180305,1.159,-50.470576,0.957,3,16.427,0,17.31,0.205,0.883
143.451814,0.865,-50.433534,0.467,2,16.435,0,18.215,-0.302,1.78
143.555718,0.293,-50.324882,1.137,2,16.436,0,17.488,0,1.052
142.532014,1.39,-50.307811,0.769,2,16.437,0.219,17.25,0.131,0.813
142.788726,0.729,-50.089194,0.935,2,16.438,0.022,17.369,0.202,0.931
143.047363,1.033,-50.119246,0.532,4,16.439,0.118,17.398,0,0.959
142.582332,0.993,-50.327526,0.97,2,16.441,0.078,17.705,0.129,1.264
143.405142,0.907,-50.246496,0.621,2,16.442,0,17.713,-0.163,1.271
142.67111,1.494,-50.307374,0.791,2,16.447,0,17.585,0,1.138
143.217004,1.116,-49.857941,0.928,3,16.462,0.008,17.764,0,1.302
143.479122,1.365,-49.963397,0.643,2,16.466,0,17.758,-0.155,1.292
143.179958,0.797,-50.4711,0.874,3,16.474,0.1,17.439,0.008,0.965
143.306312,1.03,-49.789779,0.696,2,16.475,0,17.385,-0.12,0.91
143.40092,0.86,-50.564312,0.917,2,16.478,0,17.546,0,1.068
143.283745,0.685,-50.084282,1.09,2,16.485,0,18.053,-0.193,1.568
142.507767,1.577,-50.52426,0.67,2,16.494,0.023,17.909,-0.295,1.415
143.17064,0.898,-50.471572,1.332,3,16.495,0,NA,NA,#VALUE!
142.952416,0.88,-49.811723,0.661,2,16.496,0,17.476,0,0.98
143.542404,0.98,-50.460737,0.937,2,16.496,0,18.074,-0.358,1.578
143.146841,0.995,-50.508652,0.692,2,16.497,0,17.987,-0.315,1.49
143.264393,0.485,-50.296217,0.989,2,16.499,0,17.319,0,0.82
143.519266,1.28,-50.0299,0.492,2,16.502,0.026,17.301,0.158,0.799
143.061906,0.703,-49.770663,0.416,3,16.507,0,17.575,0,1.068
143.548687,1.157,-50.209265,0.959,2,16.515,0,17.446,0,0.931
143.318623,0.759,-50.57603,1.918,2,16.521,0,17.669,-0.167,1.148
143.698594,0.187,-50.123993,1.302,2,16.524,0,18.101,0,1.577
143.399266,0.705,-49.900341,0.865,2,16.539,0,17.762,0,1.223
143.274654,0.622,-50.549081,0.54,2,16.541,0.102,17.121,0.016,0.58
143.023577,0.263,-49.766475,0.636,2,16.558,0,17.837,-0.335,1.279
143.344781,0.516,-49.989218,0.264,2,16.562,0,17.36,-0.108,0.798
142.703109,0.638,-50.643464,0.817,2,16.566,0,17.682,0,1.116
143.123342,1.527,-50.338336,0.419,2,16.568,0,17.865,-0.187,1.297
143.442086,1.04,-49.878299,1.071,3,16.568,0.023,17.448,0.165,0.88
143.530933,0.803,-50.279885,1.676,2,16.598,0,17.709,-0.159,1.111
143.306171,0.787,-49.980912,0.533,2,16.651,0,17.64,-0.142,0.989
143.075154,0.456,-50.572967,1.606,2,16.659,0,NA,NA,#VALUE!
143.337818,1.262,-50.370671,0.288,2,16.661,0.27,17.643,0.222,0.982
143.265495,0.292,-50.459795,0.55,2,16.705,0,17.464,-0.206,0.759
143.377579,0.956,-50.044001,0.345,2,16.773,0.073,18.059,0.272,1.286
143.517171,0.723,-50.342703,0.372,2,16.794,0.142,17.397,0.185,0.603
143.258653,1.017,-50.332731,0.919,2,16.85,0,18.087,-0.25,1.237
143.560962,1.165,-50.344093,0.675,2,16.899,0,17.342,-0.166,0.443
143.024275,0.292,-50.672444,0.981,2,16.902,0,17.521,0,0.619
142.825032,0.465,-49.831613,0.715,2,16.963,0,18.375,0,1.412
143.584341,0.213,-49.986487,1.165,2,16.977,0,17.771,-0.162,0.794
143.275317,1.376,-49.995118,0.86,2,17.271,0,18.213,0,0.942
143.265591,1.378,-50.370588,0.139,2,17.367,0,18.376,-0.285,1.009
142.967549,0.355,-50.499355,0.933,2,17.401,0,18.465,0,1.064
